date,word,pos,pronunciation,difficulty,definition,explanation,example,memory,quiz,answer,prompt
2026-12-18,Adhere,verb,ADHERE,medium,follow through or carry out a plan without deviation,Adhere is a verb meaning follow through or carry out a plan without deviation. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Adhere the claim with evidence from the article.,"Picture a classroom moment that shows ""Adhere"": follow through or carry out a plan without deviation.","What does ""Adhere"" mean?",Follow through or carry out a plan without deviation.,"Give students 60 seconds to use ""Adhere"" in an original sentence that shows it means ""follow through or carry out a plan without deviation""."
2026-12-19,Adjacent,adjective,ADJACENT,medium,near or close to but not necessarily touching,Adjacent is an adjective meaning near or close to but not necessarily touching. Use it when that meaning is exactly what you need in writing or speech.,The Adjacent paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Adjacent"": near or close to but not necessarily touching.","What does ""Adjacent"" mean?",Near or close to but not necessarily touching.,"Give students 60 seconds to use ""Adjacent"" in an original sentence that shows it means ""near or close to but not necessarily touching""."
2026-12-20,Harangue,noun,ha-RANGUE,hard,"a long, intense, often critical speech","Harangue is a noun meaning a long, intense, often critical speech. Use it when that meaning is exactly what you need in writing or speech.",The coach delivered a harangue at halftime.,from harangue — a public speech,"What does ""harangue"" mean?","A long, intense, often critical speech.","Give students 60 seconds to use ""harangue"" in an original sentence that shows it means ""a long, intense, often critical speech""."
2026-12-21,Adjust,verb,ADJUST,medium,adapt or conform oneself to new or different conditions,Adjust is a verb meaning adapt or conform oneself to new or different conditions. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Adjust the claim with evidence from the article.,"Picture a classroom moment that shows ""Adjust"": adapt or conform oneself to new or different conditions.","What does ""Adjust"" mean?",Adapt or conform oneself to new or different conditions.,"Give students 60 seconds to use ""Adjust"" in an original sentence that shows it means ""adapt or conform oneself to new or different conditions""."
2026-12-22,Temperate,adjective,tem-per-ATE,easy,moderate; not extreme,Temperate is an adjective meaning moderate; not extreme. Use it when that meaning is exactly what you need in writing or speech.,They live in a temperate climate without harsh winters.,from temperare — to mix,"What does ""temperate"" mean?",Moderate; not extreme.,"Give students 60 seconds to use ""temperate"" in an original sentence that shows it means ""moderate; not extreme""."
2026-12-23,Admit,verb,ADMIT,medium,"allow participation in or the right to be part of; permit to exercise the rights, functions, and…","Admit is a verb meaning allow participation in or the right to be part of; permit to exercise the rights, functions, and…. Use it when that meaning is exactly what you need in writing or speech.",The teacher asked us to Admit the claim with evidence from the article.,"Picture a classroom moment that shows ""Admit"": allow participation in or the right to be part of; permit to exercise the rights, functions, and….","What does ""Admit"" mean?","Allow participation in or the right to be part of; permit to exercise the rights, functions, and….","Give students 60 seconds to use ""Admit"" in an original sentence that shows it means ""allow participation in or the right to be part of; permit to exercise the rights, functions, and…""."
2026-12-24,Hedonist,noun,he-don-IST,hard,a person devoted to seeking pleasure,Hedonist is a noun meaning a person devoted to seeking pleasure. Use it when that meaning is exactly what you need in writing or speech.,The character is depicted as a hedonist with no plan for tomorrow.,from hedone — pleasure,"What does ""hedonist"" mean?",A person devoted to seeking pleasure.,"Give students 60 seconds to use ""hedonist"" in an original sentence that shows it means ""a person devoted to seeking pleasure""."
2026-12-25,Adorable,adjective,ADORABLE,medium,lovable especially in a childlike or naive way,Adorable is an adjective meaning lovable especially in a childlike or naive way. Use it when that meaning is exactly what you need in writing or speech.,The Adorable paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Adorable"": lovable especially in a childlike or naive way.","What does ""Adorable"" mean?",Lovable especially in a childlike or naive way.,"Give students 60 seconds to use ""Adorable"" in an original sentence that shows it means ""lovable especially in a childlike or naive way""."
2026-12-26,Viable,adjective,vi-a-BLE,easy,capable of working successfully,Viable is an adjective meaning capable of working successfully. Use it when that meaning is exactly what you need in writing or speech.,They came up with a viable plan to cut costs.,from vie — life,"What does ""viable"" mean?",Capable of working successfully.,"Give students 60 seconds to use ""viable"" in an original sentence that shows it means ""capable of working successfully""."
2026-12-27,Vigilant,adjective,vig-i-LANT,easy,keeping careful watch for danger,Vigilant is an adjective meaning keeping careful watch for danger. Use it when that meaning is exactly what you need in writing or speech.,Lifeguards must stay vigilant all afternoon.,from vigilare — to keep watch,"What does ""vigilant"" mean?",Keeping careful watch for danger.,"Give students 60 seconds to use ""vigilant"" in an original sentence that shows it means ""keeping careful watch for danger""."
2026-12-28,Advocate,verb,ADVOCATE,medium,publicly recommend or support a policy or cause,Advocate is a verb meaning publicly recommend or support a policy or cause. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Advocate the claim with evidence from the article.,"Picture a classroom moment that shows ""Advocate"": publicly recommend or support a policy or cause.","What does ""Advocate"" mean?",Publicly recommend or support a policy or cause.,"Give students 60 seconds to use ""Advocate"" in an original sentence that shows it means ""publicly recommend or support a policy or cause""."
2026-12-29,Afford,verb,AFFORD,medium,be able to spare or give up,Afford is a verb meaning be able to spare or give up. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Afford the claim with evidence from the article.,"Picture a classroom moment that shows ""Afford"": be able to spare or give up.","What does ""Afford"" mean?",Be able to spare or give up.,"Give students 60 seconds to use ""Afford"" in an original sentence that shows it means ""be able to spare or give up""."
2026-12-30,Iconoclast,noun,i-con-o-CLAST,hard,a person who attacks long-standing beliefs,Iconoclast is a noun meaning a person who attacks long-standing beliefs. Use it when that meaning is exactly what you need in writing or speech.,"As an iconoclast, she challenged the field's core assumptions.",from eikon + klan — image breaker,"What does ""iconoclast"" mean?",A person who attacks long-standing beliefs.,"Give students 60 seconds to use ""iconoclast"" in an original sentence that shows it means ""a person who attacks long-standing beliefs""."
2026-12-31,Aggressive,adjective,AGGRESSIVE,medium,having or showing determination and energetic pursuit of your ends,Aggressive is an adjective meaning having or showing determination and energetic pursuit of your ends. Use it when that meaning is exactly what you need in writing or speech.,The Aggressive paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Aggressive"": having or showing determination and energetic pursuit of your ends.","What does ""Aggressive"" mean?",Having or showing determination and energetic pursuit of your ends.,"Give students 60 seconds to use ""Aggressive"" in an original sentence that shows it means ""having or showing determination and energetic pursuit of your ends""."
